/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-22-49_783568.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọjọ́ kan ṣoṣo là ń tẹ́ ; ojoojúmọ́ lojú ń tini.	ọjọ́ kan ṣoṣo là ń tẹ́ ; ojoojúmọ́ lojú ń tini.	oja kan soso la n te ojo oju mo loju n tini	['ọjọ́ kan ṣoṣo láǹtẹ́ ojoojúmọ́ lójúńtì ni']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-23-18_868950.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọjọ́ tí alákàn án ti ńṣepo, kò kún orùbà.	ọjọ́ tí alákàn án ti ńṣepo, kò kún orùbà.	ojo ti alakarn ti n sepo ko kun oruba	['ọjọ́ tí alákọ̀ọ́n ti ń ṣepo kòkún òrùbà']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-23-52_601936.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	‘‘Ọjọ́ tí mo ti ń bọ̀ n kò rírú ẹ̀ rí’’: olúwa rẹ̀ mọ ìwọ̀n ara rẹ̀ ni.	‘‘ọjọ́ tí mo ti ń bọ̀ n kò rírú ẹ̀ rí'': olúwa rẹ̀ mọ ìwọ̀n ara rẹ̀ ni.	oja timo ti n bo n ko riru eri oluwa re mo iwon ara re ni	['ọjọ́ tí mo ti ń bọ̀ n kò yíro ẹ̀rí, ó lìwà rẹ̀ mọ ìwọ̀n ara rẹ̀ ní']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-24-03_450713.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀kánjúwà àgbà ní ń sọ ara rẹ̀ dèwe.	ọ̀kánjúwà àgbà ní ń sọ ara rẹ̀ dèwe.	okan juwa gba ni n so ara re de we	['ọkọ̀ júwà àgbà ni sọ ara rẹ̀ déwé.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-31-42_290916.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀kánjúwà alágbaà ní ń garùn wo eégún.	ọ̀kánjúwà alágbaà ní ń garùn wo eégún.	okanjuwa alagbaa ni garunwo egun	['ọkọ́jú àwà alágbà ní garunwo eégún.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-31-48_187894.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọkùnrin kì í ké, akọ igi kì í ṣoje.	ọkùnrin kì í ké, akọ igi kì í ṣoje.	okunrin ki n ke ako egi ki  soje	['ọkùnrin kìí ké àkọ́ igi kìí sójú']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-36-49_841407.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọlọ́gbọ́n kan ò ta kókó omi sáṣọ; ọ̀mọ̀ràn kan ò mọ oye erùpẹ̀ ilẹ̀.	ọlọ́gbọ́n kan ò ta kókó omi sáṣọ; ọ̀mọ̀ràn kan ò mọ oye erùpẹ̀ ilẹ̀.	ologbon kan ota koko omisaso omora kan omo oye irupe ile	['olọ́gbọ́n kan ò takókó omi ṣàṣọ, ọmọ ọrọ kọ́ òun mọ́ oyè irúpẹ́ ilẹ̀.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-38-37_208531.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọlọ́gbọ́n ò tẹ ara rẹ̀ nÍfá; ọ̀mọ̀ràn ò fi ara rẹ̀ joyè; abẹ tó mú ò lè gbẹ́ èkù ara rẹ̀.	ọlọ́gbọ́n ò tẹ ara rẹ̀ nífá; ọ̀mọ̀ràn ò fi ara rẹ̀ joyè; abẹ tó mú ò lè gbẹ́ èkù ara rẹ̀.	ologbon ote ara re nifa omora ofi ara re joye abe to mu ole gbe eku ara re	['olọ́gbọ́n òtẹ́ ara rẹ̀ nífá, ọmọ rọ ò fi ara rẹ̀ joyè, abẹ́ tó mú ò lè gbé èkú ara rẹ̀.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-39-02_388073.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọmọ àì jọbẹ̀ rí tí ń ja epo sáyà.	ọmọ àì jọbẹ̀ rí tí ń ja epo sáyà.	omo aijo beri ti n ja epo saya	['ọmọ àìjọbèrè tí ń jẹ epo sáyà']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-39-07_620088.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọmọ onílẹ̀ á tẹ̀ ẹ́ jẹ́jẹ́ .	ọmọ onílẹ̀ á tẹ̀ ẹ́ jẹ́jẹ́ .	omo onile ata  je je	['ọmọ onílẹ̀ àti ẹ̀jẹ̀jẹ̀.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-40-50_911620.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọmọ ọba nà Ìṣokùn ńfi ehín gé ejò, ọmọ ọba kan án ní òun kì í jẹ ; ìlú wo lọmọ ọba náà á ti wá?	ọmọ ọba nà ìṣokùn ńfi ehín gé ejò, ọmọ ọba kan án ní òun kì í jẹ ; ìlú wo lọmọ ọba náà á ti wá?	omo oba ona esokun fi eyinge ejo omo oba kan ni ohun ki i je iluwolomo oba naa ati wa	['ọmọ ọba-ọna ìsokùn fi énge ejò, ọmọ ọba kan ni ohun kì í jẹ, ìlúwó lọmọ ọba náà áti wá.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-41-33_143089.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọmọdé dáwọ́tilẹ̀, ó ní òun tó ọ̀bọ; bó tó ọ̀bọ, ó tó gẹ̀gẹ̀ àyà a rẹ̀?	ọmọdé dáwọ́tilẹ̀, ó ní òun tó ọ̀bọ; bó tó ọ̀bọ, ó tó gẹ̀gẹ̀ àyà a rẹ̀?	oma de e dawa tile onyi ohun to b bo to obo o to gege aya re	['ọmọdé dáwọ́ tilẹ̀ ó ní òun tó ọ̀bọ́, bó tó ọ̀bọ́, ó tó gẹ́gẹ́ ayá rẹ̀.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-44-32_330211.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọmọdé ní ẹẹ́ta lọ́wọ́, ó ní kí Èṣù wá ká ṣeré owó; ẹ ta á ha tó Èṣùú sú epo lá?	ọmọdé ní ẹẹ́ta lọ́wọ́, ó ní kí èṣù wá ká ṣeré owó; ẹ ta á ha tó èṣùú sú epo lá?	omo de ni eeta lowo o ni ki esu wa ka se re owo eeta ha to esu su epo la	['ọmọdé ni ẹ̀ẹ́ta lọ́wọ́ oní kí èṣù káṣeré owó, ẹ̀ẹ́ta a to èṣù sú èpòlá']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-45-16_826942.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀mùtí gbàgbé ìṣẹ́ ; alákọrí gbàgbé ọ̀la.	ọ̀mùtí gbàgbé ìṣẹ́ ; alákọrí gbàgbé ọ̀la.	omu ti gbagbe ise alakori gbagbe ola	['ọ̀mù tí gbàgbé iṣẹ́ alákọrígbàgbé ọ̀la.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-45-26_641008.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀nà ọ̀fun ò gba egungun ẹja.	ọ̀nà ọ̀fun ò gba egungun ẹja.	o na ofu ogba egungwa eja	['ọna ọfún o gba egúngún ẹja']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-45-47_110334.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀ràn ò dun ọmọ ẹṣin; a mú ìyá rẹ̀ so, ó ń jẹ oko kiri.	ọ̀ràn ò dun ọmọ ẹṣin; a mú ìyá rẹ̀ so, ó ń jẹ oko kiri.	oran odun omo esin amu iya re so o n je oko kiri	['ọ̀ràn ọ̀dún ọmọ ẹ̀ṣin, ọmú ìyá rẹ̀ sọ, oúnjẹ oko kiri.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-45-52_342846.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀rọ̀ bọ̀tí bọ̀tí ò yẹ àgbàlagbà.	ọ̀rọ̀ bọ̀tí bọ̀tí ò yẹ àgbàlagbà.	oro bo tibo ti o ye agbalagba	['òrọ̀bọ̀tì bọ̀ tí ó yẹ agbàlagbà']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-46-13_007401.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀rọ̀ ò dùn l nu ìyá olè.	ọ̀rọ̀ ò dùn l nu ìyá olè.	oro odun lenu iya o le	['ọ̀rọ̀ òdùn lẹ́nu ìyá olè']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-46-19_792645.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀rọ̀ wo ló wà l nu alaṣọ pípọ́n?	ọ̀rọ̀ wo ló wà l nu alaṣọ pípọ́n?	oro bolo wa lenu alaso pipon	['ọ̀rọ̀ wo lo wà lẹnu aláṣọ pípọ́n?']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-48-31_543254.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀sán pọn o ò ṣán ẹ̀kọ; oòrún kan àtàrí o ò jẹ àmàlà; àlejò ó wá bà ọ ní ìyẹ̀tàrí oòrùn o ò rí nǹkan fún un; o ní ‘‘Ǹjẹ́ n kò níí tẹ́ lọ́wọ́ rẹ̀ báyìí’’? O ò tíì tẹ́ lọ́wọ́ ara rẹ, ká tó ṣẹ̀ṣẹ̀ wá wípé o ó tẹ́ lọ́wọ́ ẹlòmíràn tàbí o ò níí tẹ́?	ọ̀sán pọn o ò ṣán ẹ̀kọ; oòrún kan àtàrí o ò jẹ àmàlà; àlejò ó wá bà ọ ní ìyẹ̀tàrí oòrùn o ò rí nǹkan fún un; o ní ‘‘ǹjẹ́ n kò níí tẹ́ lọ́wọ́ rẹ̀ báyìí''? o ò tíì tẹ́ lọ́wọ́ ara rẹ, ká tó ṣẹ̀ṣẹ̀ wá wípé o ó tẹ́ lọ́wọ́ ẹlòmíràn tàbí o ò níí tẹ́?	osan pon o san eka oorun kan atari o je amala a lejo o wa ba o ni iye tabi orun o rin koko fun un o ni nje n ko ni te lowo re bay o ti te lowo ara re ka to sese wa wipe o te lowo elo mira tabi oo ni te	['ọ̀sán pọ́n, oòsàn ẹ̀kan, oòrùn kan àtàrí òjè àmàlà, àlejò wá bá ọ ní ìyè tárí òrùn, oòrí-ńkànkan fún un, o ní njẹ́ nkò ni tẹ́lọ́wọ́ rẹ báyìí, o tíì tẹ́lọ́wọ́ ara rẹ̀, ká tó ṣẹ̀ṣẹ̀ wá wípé oòtẹ́lọ́wọ́ ẹlòmírọ̀ tàbí oò ní tẹ́lọ́wọ́']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-49-32_713437.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀ṣìn ò lè mú àwòdì òkè; Bámidélé lọ̀ṣín lè mú.	ọ̀ṣìn ò lè mú àwòdì òkè; bámidélé lọ̀ṣín lè mú.	osin o le mu awodi oke ba mi de lelosin le mu	['ọ̀sìn o lè mú àwòdè okè bá mi dé lé lọ sí lè mú.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-51-39_580739.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀ṣọ́ ọlọ́ṣọ̀ọ́ ò yẹni; ṣòkòtò àgbàbọ̀ ò yẹ ọmọ èèyàn.	ọ̀ṣọ́ ọlọ́ṣọ̀ọ́ ò yẹni; ṣòkòtò àgbàbọ̀ ò yẹ ọmọ èèyàn.	oso loso oye ni sukuto agbabo oye omo eyan	['ọ̀ṣọ́ ọlọ́ṣọ́ òyẹni ṣùkótó àgbà bọ̀ òyẹn ọmọ èèyàn.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-51-46_963167.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọwọ́ àìdilẹ̀ ní ń yọ koríko lójú àna rẹ̀.	ọwọ́ àìdilẹ̀ ní ń yọ koríko lójú àna rẹ̀.	owo idile ni yokoriko loju ana re	['ọwọ́ àìdílẹ̀ ni ìyọ̀kóríko lójú àná rẹ̀.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-52-19_766055.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀wọ́n là ń ra ògo, ọ̀pọ̀ là ń ra ọ̀bùn, iyekíye là ń ra ìmẹ́lẹ́ .	ọ̀wọ́n là ń ra ògo, ọ̀pọ̀ là ń ra ọ̀bùn, iyekíye là ń ra ìmẹ́lẹ́ .	owon la n ra ogo opo la n ra obun yekiye la n ra imele	['ọ̀wọ́n làn ra ògùn ọ̀pọ̀ lára ọ̀bùn iye kí èlàn ra ìmẹ́lẹ̀.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-52-37_795235.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Ọ̀yájú u baálé ní ń pàdé ìbòsí lọ́nà.	ọ̀yájú u baálé ní ń pàdé ìbòsí lọ́nà.	oyaju ba le ni n pade ibosi lona	['òyájú bá lé ní pàdé ìbòsí lọ́nà']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-52-52_018510.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Pamí n kú obìnrín ṣorí bẹmbẹ sọ́kọ.	pamí n kú obìnrín ṣorí bẹmbẹ sọ́kọ.	pa mi n kuoobi rin sori be nbe soka	['pàmí ń kó obìnrin sórí bẹ́mbẹ́ sọ́kọ̀.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-53-16_142465.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Pátápátá alágbẹ̀dẹ ò ju ilé àrọ lọ.	pátápátá alágbẹ̀dẹ ò ju ilé àrọ lọ.	patapata alagbede oju ile aro lo	['pátápátá alágbẹ̀dẹ ojú ilé àrọ̀ lọ']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-53-22_926818.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Pẹ̀lẹ́ larẹwà ń rìn; jẹ́jẹ́ lọmọ ọlọ́jà ń yan.	pẹ̀lẹ́ larẹwà ń rìn; jẹ́jẹ́ lọmọ ọlọ́jà ń yan.	pele lare wa n rin jeje lo mo oloja ayan	['pẹ̀lẹ́ lárewá rìn jẹ́jẹ́ lọ mọ́lọ́jà áyán']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-53-32_961625.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Pẹ̀lẹ́  pẹ̀lẹ́ nijó àgbà; ara gbogbo ló di àkísà tán.	pẹ̀lẹ́  pẹ̀lẹ́ nijó àgbà; ara gbogbo ló di àkísà tán.	pele pele ni jo agba ara gbogbo lo di akisa tan	['pẹ̀lẹ́pẹ̀lẹ́ ni jù agbá ara gbogbo olódi àkísà tán']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-53-56_143766.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	Pẹ̀tẹ̀pẹ́tẹ̀ Ìjèṣà, ó ta sẹ́ni lára kò wọ́n.	pẹ̀tẹ̀pẹ́tẹ̀ ìjèṣà, ó ta sẹ́ni lára kò wọ́n.	pete pete ijinsa o ta seni lara ko won	['pẹ̀tẹ̀pẹ̀tẹ̀ ìjèṣà ó ta sẹ́ni lára kò wọ́n.']		
/content/drive/MyDrive/ProverbSpeech Project/Yor_Prov Batch 3 (501-750) /recorder_2024-11-18_09-54-17_011468.wav	Tope_gFYzfTnmpWW6tJQN	Yor_prov_0501-0750	San là ń rìn; ajé ní múni pá kọ̀rọ̀.	san là ń rìn; ajé ní múni pá kọ̀rọ̀.	san la n rin aje nimu ni pakoro	['ṣọ́ọ́n láàárín ajẹ́nímú ni pàkọ̀rọ̀']		
